date,product_name,qty,price,total_revenue
2023-07-31,Quinine 500mg,14,8.0,112.0
2023-07-31,Ibuprofen 200mg,37,1.0,37.0
2023-07-31,Platelet Support,15,25.0,375.0
2023-07-31,Vitamin C,23,0.8,18.400000000000002
2023-07-31,Aspirin 325mg,2,0.8,1.6
2023-07-31,Cough Syrup,4,3.0,12.0
2023-07-31,Amoxicillin 250mg,1,4.0,4.0
2023-07-31,Ciprofloxacin 500mg,3,5.5,16.5
2023-07-31,Chloramphenicol,7,6.0,42.0
2023-07-31,Oseltamivir 75mg,4,12.0,48.0
2023-07-31,Vitamin B Complex,3,2.5,7.5
2023-08-01,Artemether IV,11,15.0,165.0
2023-08-01,Paracetamol 500mg,30,1.5,45.0
2023-08-01,Quinine 500mg,27,8.0,216.0
2023-08-01,Ibuprofen 200mg,27,1.0,27.0
2023-08-01,Platelet Support,9,25.0,225.0
2023-08-01,Vitamin C,17,0.8,13.600000000000001
2023-08-01,Aspirin 325mg,2,0.8,1.6
2023-08-01,Cough Syrup,4,3.0,12.0
2023-08-01,Amoxicillin 250mg,2,4.0,8.0
2023-08-01,Ciprofloxacin 500mg,4,5.5,22.0
2023-08-01,Chloramphenicol,4,6.0,24.0
2023-08-01,Oseltamivir 75mg,4,12.0,48.0
2023-08-01,Vitamin B Complex,6,2.5,15.0
2023-08-02,Artemether IV,17,15.0,255.0
2023-08-02,Paracetamol 500mg,48,1.5,72.0
2023-08-02,Quinine 500mg,12,8.0,96.0
2023-08-02,Ibuprofen 200mg,41,1.0,41.0
2023-08-02,Platelet Support,19,25.0,475.0
2023-08-02,Vitamin C,25,0.8,20.0
2023-08-02,Cough Syrup,5,3.0,15.0
2023-08-02,Aspirin 325mg,5,0.8,4.0
2023-08-02,Amoxicillin 250mg,2,4.0,8.0
2023-08-02,Ciprofloxacin 500mg,2,5.5,11.0
2023-08-02,Chloramphenicol,4,6.0,24.0
2023-08-02,Oseltamivir 75mg,1,12.0,12.0
2023-08-02,Vitamin B Complex,3,2.5,7.5
2023-08-03,Artemether IV,20,15.0,300.0
2023-08-03,Paracetamol 500mg,34,1.5,51.0
2023-08-03,Quinine 500mg,14,8.0,112.0
2023-08-03,Ibuprofen 200mg,40,1.0,40.0
2023-08-03,Platelet Support,24,25.0,600.0
2023-08-03,Vitamin C,32,0.8,25.6
2023-08-03,Cough Syrup,4,3.0,12.0
2023-08-03,Aspirin 325mg,7,0.8,5.6000000000000005
2023-08-03,Amoxicillin 250mg,1,4.0,4.0
2023-08-03,Ciprofloxacin 500mg,5,5.5,27.5
2023-08-03,Chloramphenicol,5,6.0,30.0
2023-08-03,Oseltamivir 75mg,2,12.0,24.0
2023-08-03,Vitamin B Complex,4,2.5,10.0
2023-08-04,Artemether IV,19,15.0,285.0
2023-08-04,Paracetamol 500mg,47,1.5,70.5
2023-08-04,Quinine 500mg,15,8.0,120.0
2023-08-04,Ibuprofen 200mg,40,1.0,40.0
2023-08-04,Platelet Support,8,25.0,200.0
2023-08-04,Vitamin C,21,0.8,16.8
2023-08-04,Amoxicillin 250mg,10,4.0,40.0
2023-08-04,Cough Syrup,15,3.0,45.0
2023-08-04,Ciprofloxacin 500mg,14,5.5,77.0
2023-08-04,Aspirin 325mg,2,0.8,1.6
2023-08-04,Chloramphenicol,3,6.0,18.0
2023-08-04,Oseltamivir 75mg,2,12.0,24.0
2023-08-04,Vitamin B Complex,1,2.5,2.5
2023-08-05,Artemether IV,11,15.0,165.0
2023-08-05,Paracetamol 500mg,46,1.5,69.0
2023-08-05,Quinine 500mg,19,8.0,152.0
2023-08-05,Ibuprofen 200mg,32,1.0,32.0
2023-08-05,Platelet Support,22,25.0,550.0
2023-08-05,Vitamin C,21,0.8,16.8
2023-08-05,Amoxicillin 250mg,6,4.0,24.0
2023-08-05,Cough Syrup,16,3.0,48.0
2023-08-05,Ciprofloxacin 500mg,9,5.5,49.5
2023-08-05,Aspirin 325mg,4,0.8,3.2
2023-08-05,Chloramphenicol,4,6.0,24.0
2023-08-05,Oseltamivir 75mg,4,12.0,48.0
2023-08-05,Vitamin B Complex,2,2.5,5.0
2023-08-06,Artemether IV,20,15.0,300.0
2023-08-06,Paracetamol 500mg,46,1.5,69.0
2023-08-06,Quinine 500mg,21,8.0,168.0
2023-08-06,Ibuprofen 200mg,38,1.0,38.0
2023-08-06,Platelet Support,12,25.0,300.0
2023-08-06,Vitamin C,24,0.8,19.200000000000003
2023-08-06,Amoxicillin 250mg,7,4.0,28.0
2023-08-06,Cough Syrup,16,3.0,48.0
2023-08-06,Ciprofloxacin 500mg,8,5.5,44.0
2023-08-06,Aspirin 325mg,4,0.8,3.2
2023-08-06,Chloramphenicol,2,6.0,12.0
2023-08-06,Oseltamivir 75mg,4,12.0,48.0
2023-08-06,Vitamin B Complex,2,2.5,5.0
2023-08-07,Oseltamivir 75mg,13,12.0,156.0
2023-08-07,Paracetamol 500mg,39,1.5,58.5
2023-08-07,Vitamin C,23,0.8,18.400000000000002
2023-08-07,Cough Syrup,21,3.0,63.0
2023-08-07,Artemether IV,21,15.0,315.0
2023-08-07,Quinine 500mg,14,8.0,112.0
2023-08-07,Ibuprofen 200mg,30,1.0,30.0
2023-08-07,Platelet Support,11,25.0,275.0
2023-08-07,Amoxicillin 250mg,12,4.0,48.0
2023-08-07,Ciprofloxacin 500mg,10,5.5,55.0
2023-08-07,Aspirin 325mg,4,0.8,3.2
2023-08-07,Chloramphenicol,3,6.0,18.0
2023-08-07,Vitamin B Complex,3,2.5,7.5
2023-08-08,Oseltamivir 75mg,11,12.0,132.0
2023-08-08,Paracetamol 500mg,36,1.5,54.0
2023-08-08,Vitamin C,24,0.8,19.200000000000003
2023-08-08,Cough Syrup,25,3.0,75.0
2023-08-08,Artemether IV,25,15.0,375.0
2023-08-08,Quinine 500mg,13,8.0,104.0
2023-08-08,Ibuprofen 200mg,25,1.0,25.0
2023-08-08,Platelet Support,7,25.0,175.0
2023-08-08,Amoxicillin 250mg,8,4.0,32.0
2023-08-08,Ciprofloxacin 500mg,12,5.5,66.0
2023-08-08,Aspirin 325mg,7,0.8,5.6000000000000005
2023-08-08,Chloramphenicol,1,6.0,6.0
2023-08-08,Vitamin B Complex,6,2.5,15.0
2023-08-09,Oseltamivir 75mg,8,12.0,96.0
2023-08-09,Paracetamol 500mg,29,1.5,43.5
2023-08-09,Vitamin C,16,0.8,12.8
2023-08-09,Cough Syrup,11,3.0,33.0
2023-08-09,Artemether IV,12,15.0,180.0
2023-08-09,Quinine 500mg,13,8.0,104.0
2023-08-09,Ibuprofen 200mg,32,1.0,32.0
2023-08-09,Platelet Support,5,25.0,125.0
2023-08-09,Aspirin 325mg,2,0.8,1.6
2023-08-09,Amoxicillin 250mg,2,4.0,8.0
2023-08-09,Ciprofloxacin 500mg,6,5.5,33.0
2023-08-09,Vitamin B Complex,7,2.5,17.5
2023-08-10,Oseltamivir 75mg,9,12.0,108.0
2023-08-10,Paracetamol 500mg,35,1.5,52.5
2023-08-10,Vitamin C,17,0.8,13.600000000000001
2023-08-10,Cough Syrup,6,3.0,18.0
2023-08-10,Artemether IV,7,15.0,105.0
2023-08-10,Quinine 500mg,13,8.0,104.0
2023-08-10,Ibuprofen 200mg,34,1.0,34.0
2023-08-10,Platelet Support,16,25.0,400.0
2023-08-10,Aspirin 325mg,4,0.8,3.2
2023-08-10,Amoxicillin 250mg,1,4.0,4.0
2023-08-10,Ciprofloxacin 500mg,5,5.5,27.5
2023-08-10,Chloramphenicol,1,6.0,6.0
2023-08-10,Vitamin B Complex,3,2.5,7.5
2023-08-11,Oseltamivir 75mg,8,12.0,96.0
2023-08-11,Paracetamol 500mg,37,1.5,55.5
2023-08-11,Vitamin C,19,0.8,15.200000000000001
2023-08-11,Cough Syrup,12,3.0,36.0
2023-08-11,Artemether IV,14,15.0,210.0
2023-08-11,Quinine 500mg,19,8.0,152.0
2023-08-11,Ibuprofen 200mg,33,1.0,33.0
2023-08-11,Platelet Support,13,25.0,325.0
2023-08-11,Aspirin 325mg,4,0.8,3.2
2023-08-11,Amoxicillin 250mg,2,4.0,8.0
2023-08-11,Ciprofloxacin 500mg,2,5.5,11.0
2023-08-11,Chloramphenicol,2,6.0,12.0
2023-08-11,Vitamin B Complex,4,2.5,10.0
2023-08-12,Oseltamivir 75mg,7,12.0,84.0
2023-08-12,Paracetamol 500mg,38,1.5,57.0
2023-08-12,Vitamin C,26,0.8,20.8
2023-08-12,Cough Syrup,7,3.0,21.0
2023-08-12,Artemether IV,14,15.0,210.0
2023-08-12,Quinine 500mg,18,8.0,144.0
2023-08-12,Ibuprofen 200mg,28,1.0,28.0
2023-08-12,Platelet Support,7,25.0,175.0
2023-08-12,Aspirin 325mg,4,0.8,3.2
2023-08-12,Amoxicillin 250mg,2,4.0,8.0
2023-08-12,Ciprofloxacin 500mg,4,5.5,22.0
2023-08-12,Chloramphenicol,2,6.0,12.0
2023-08-12,Vitamin B Complex,3,2.5,7.5
2023-08-13,Oseltamivir 75mg,10,12.0,120.0
2023-08-13,Paracetamol 500mg,33,1.5,49.5
2023-08-13,Vitamin C,24,0.8,19.200000000000003
2023-08-13,Cough Syrup,7,3.0,21.0
2023-08-13,Artemether IV,11,15.0,165.0
2023-08-13,Quinine 500mg,16,8.0,128.0
2023-08-13,Ibuprofen 200mg,25,1.0,25.0
2023-08-13,Platelet Support,15,25.0,375.0
2023-08-13,Aspirin 325mg,5,0.8,4.0
2023-08-13,Amoxicillin 250mg,3,4.0,12.0
2023-08-13,Ciprofloxacin 500mg,2,5.5,11.0
2023-08-13,Chloramphenicol,4,6.0,24.0
2023-08-13,Vitamin B Complex,1,2.5,2.5
2023-08-14,Artemether IV,22,15.0,330.0
2023-08-14,Paracetamol 500mg,39,1.5,58.5
2023-08-14,Quinine 500mg,11,8.0,88.0
2023-08-14,Ibuprofen 200mg,37,1.0,37.0
2023-08-14,Platelet Support,10,25.0,250.0
2023-08-14,Vitamin C,27,0.8,21.6
2023-08-14,Amoxicillin 250mg,7,4.0,28.0
2023-08-14,Chloramphenicol,15,6.0,90.0
2023-08-14,Ciprofloxacin 500mg,7,5.5,38.5
2023-08-14,Cough Syrup,11,3.0,33.0
2023-08-14,Aspirin 325mg,3,0.8,2.4000000000000004
2023-08-14,Oseltamivir 75mg,4,12.0,48.0
2023-08-14,Vitamin B Complex,4,2.5,10.0
2023-08-15,Artemether IV,15,15.0,225.0
2023-08-15,Paracetamol 500mg,33,1.5,49.5
2023-08-15,Quinine 500mg,21,8.0,168.0
2023-08-15,Ibuprofen 200mg,31,1.0,31.0
2023-08-15,Platelet Support,17,25.0,425.0
2023-08-15,Vitamin C,14,0.8,11.200000000000001
2023-08-15,Amoxicillin 250mg,8,4.0,32.0
2023-08-15,Chloramphenicol,4,6.0,24.0
2023-08-15,Ciprofloxacin 500mg,7,5.5,38.5
2023-08-15,Aspirin 325mg,3,0.8,2.4000000000000004
2023-08-15,Cough Syrup,3,3.0,9.0
2023-08-15,Oseltamivir 75mg,3,12.0,36.0
2023-08-15,Vitamin B Complex,1,2.5,2.5
2023-08-16,Artemether IV,19,15.0,285.0
2023-08-16,Paracetamol 500mg,33,1.5,49.5
2023-08-16,Quinine 500mg,15,8.0,120.0
2023-08-16,Ibuprofen 200mg,30,1.0,30.0
2023-08-16,Platelet Support,11,25.0,275.0
2023-08-16,Vitamin C,12,0.8,9.600000000000001
2023-08-16,Amoxicillin 250mg,9,4.0,36.0
2023-08-16,Chloramphenicol,12,6.0,72.0
2023-08-16,Ciprofloxacin 500mg,9,5.5,49.5
2023-08-16,Aspirin 325mg,1,0.8,0.8
2023-08-16,Cough Syrup,3,3.0,9.0
2023-08-16,Oseltamivir 75mg,4,12.0,48.0
2023-08-16,Vitamin B Complex,1,2.5,2.5
2023-08-17,Artemether IV,19,15.0,285.0
2023-08-17,Paracetamol 500mg,29,1.5,43.5
2023-08-17,Quinine 500mg,15,8.0,120.0
2023-08-17,Ibuprofen 200mg,23,1.0,23.0
2023-08-17,Platelet Support,16,25.0,400.0
2023-08-17,Vitamin C,11,0.8,8.8
2023-08-17,Amoxicillin 250mg,10,4.0,40.0
2023-08-17,Chloramphenicol,15,6.0,90.0
2023-08-17,Ciprofloxacin 500mg,14,5.5,77.0
2023-08-17,Aspirin 325mg,8,0.8,6.4
2023-08-17,Cough Syrup,1,3.0,3.0
2023-08-17,Vitamin B Complex,1,2.5,2.5
2023-08-18,Artemether IV,13,15.0,195.0
2023-08-18,Paracetamol 500mg,44,1.5,66.0
2023-08-18,Quinine 500mg,15,8.0,120.0
2023-08-18,Ibuprofen 200mg,32,1.0,32.0
2023-08-18,Platelet Support,11,25.0,275.0
2023-08-18,Vitamin C,25,0.8,20.0
2023-08-18,Amoxicillin 250mg,13,4.0,52.0
2023-08-18,Chloramphenicol,9,6.0,54.0
2023-08-18,Ciprofloxacin 500mg,9,5.5,49.5
2023-08-18,Cough Syrup,10,3.0,30.0
2023-08-18,Aspirin 325mg,2,0.8,1.6
2023-08-18,Vitamin B Complex,4,2.5,10.0
2023-08-19,Oseltamivir 75mg,4,12.0,48.0
2023-08-19,Paracetamol 500mg,61,1.5,91.5
2023-08-19,Cough Syrup,14,3.0,42.0
2023-08-19,Ibuprofen 200mg,35,1.0,35.0
2023-08-19,Artemether IV,15,15.0,225.0
2023-08-19,Quinine 500mg,21,8.0,168.0
2023-08-19,Platelet Support,15,25.0,375.0
2023-08-19,Vitamin C,27,0.8,21.6
2023-08-19,Amoxicillin 250mg,16,4.0,64.0
2023-08-19,Chloramphenicol,14,6.0,84.0
2023-08-19,Ciprofloxacin 500mg,13,5.5,71.5
2023-08-19,Aspirin 325mg,4,0.8,3.2
2023-08-19,Vitamin B Complex,1,2.5,2.5
2023-08-20,Oseltamivir 75mg,6,12.0,72.0
2023-08-20,Paracetamol 500mg,48,1.5,72.0
2023-08-20,Cough Syrup,17,3.0,51.0
2023-08-20,Ibuprofen 200mg,31,1.0,31.0
2023-08-20,Artemether IV,16,15.0,240.0
2023-08-20,Quinine 500mg,14,8.0,112.0
2023-08-20,Platelet Support,16,25.0,400.0
2023-08-20,Vitamin C,20,0.8,16.0
2023-08-20,Amoxicillin 250mg,8,4.0,32.0
2023-08-20,Chloramphenicol,10,6.0,60.0
2023-08-20,Ciprofloxacin 500mg,9,5.5,49.5
2023-08-20,Aspirin 325mg,2,0.8,1.6
2023-08-20,Vitamin B Complex,4,2.5,10.0
2023-08-21,Oseltamivir 75mg,11,12.0,132.0
2023-08-21,Paracetamol 500mg,48,1.5,72.0
2023-08-21,Cough Syrup,21,3.0,63.0
2023-08-21,Ibuprofen 200mg,39,1.0,39.0
2023-08-21,Artemether IV,17,15.0,255.0
2023-08-21,Quinine 500mg,14,8.0,112.0
2023-08-21,Platelet Support,15,25.0,375.0
2023-08-21,Vitamin C,35,0.8,28.0
2023-08-21,Amoxicillin 250mg,10,4.0,40.0
2023-08-21,Chloramphenicol,5,6.0,30.0
2023-08-21,Ciprofloxacin 500mg,18,5.5,99.0
2023-08-21,Aspirin 325mg,4,0.8,3.2
2023-08-21,Vitamin B Complex,1,2.5,2.5
2023-08-22,Oseltamivir 75mg,6,12.0,72.0
2023-08-22,Paracetamol 500mg,51,1.5,76.5
2023-08-22,Cough Syrup,29,3.0,87.0
2023-08-22,Ibuprofen 200mg,44,1.0,44.0
2023-08-22,Artemether IV,19,15.0,285.0
2023-08-22,Quinine 500mg,16,8.0,128.0
2023-08-22,Platelet Support,16,25.0,400.0
2023-08-22,Vitamin C,26,0.8,20.8
2023-08-22,Amoxicillin 250mg,18,4.0,72.0
2023-08-22,Chloramphenicol,8,6.0,48.0
2023-08-22,Ciprofloxacin 500mg,10,5.5,55.0
2023-08-22,Aspirin 325mg,2,0.8,1.6
2023-08-22,Vitamin B Complex,3,2.5,7.5
2023-08-23,Oseltamivir 75mg,5,12.0,60.0
2023-08-23,Paracetamol 500mg,39,1.5,58.5
2023-08-23,Cough Syrup,21,3.0,63.0
2023-08-23,Ibuprofen 200mg,35,1.0,35.0
2023-08-23,Artemether IV,13,15.0,195.0
2023-08-23,Quinine 500mg,9,8.0,72.0
2023-08-23,Platelet Support,17,25.0,425.0
2023-08-23,Vitamin C,20,0.8,16.0
2023-08-23,Amoxicillin 250mg,13,4.0,52.0
2023-08-23,Ciprofloxacin 500mg,9,5.5,49.5
2023-08-23,Aspirin 325mg,4,0.8,3.2
2023-08-23,Chloramphenicol,6,6.0,36.0
2023-08-23,Vitamin B Complex,3,2.5,7.5
2023-08-24,Oseltamivir 75mg,2,12.0,24.0
2023-08-24,Paracetamol 500mg,27,1.5,40.5
2023-08-24,Cough Syrup,9,3.0,27.0
2023-08-24,Ibuprofen 200mg,36,1.0,36.0
2023-08-24,Artemether IV,14,15.0,210.0
2023-08-24,Quinine 500mg,11,8.0,88.0
2023-08-24,Platelet Support,16,25.0,400.0
2023-08-24,Vitamin C,7,0.8,5.6000000000000005
2023-08-24,Aspirin 325mg,3,0.8,2.4000000000000004
2023-08-24,Amoxicillin 250mg,1,4.0,4.0
2023-08-24,Chloramphenicol,2,6.0,12.0
2023-08-24,Vitamin B Complex,2,2.5,5.0
2023-08-25,Artemether IV,11,15.0,165.0
2023-08-25,Paracetamol 500mg,39,1.5,58.5
2023-08-25,Quinine 500mg,12,8.0,96.0
2023-08-25,Ibuprofen 200mg,33,1.0,33.0
2023-08-25,Platelet Support,6,25.0,150.0
2023-08-25,Vitamin C,15,0.8,12.0
2023-08-25,Amoxicillin 250mg,10,4.0,40.0
2023-08-25,Chloramphenicol,3,6.0,18.0
2023-08-25,Ciprofloxacin 500mg,8,5.5,44.0
2023-08-25,Cough Syrup,6,3.0,18.0
2023-08-25,Oseltamivir 75mg,2,12.0,24.0
2023-08-25,Vitamin B Complex,4,2.5,10.0
2023-08-26,Artemether IV,16,15.0,240.0
2023-08-26,Paracetamol 500mg,33,1.5,49.5
2023-08-26,Quinine 500mg,11,8.0,88.0
2023-08-26,Ibuprofen 200mg,33,1.0,33.0
2023-08-26,Platelet Support,13,25.0,325.0
2023-08-26,Vitamin C,24,0.8,19.200000000000003
2023-08-26,Amoxicillin 250mg,9,4.0,36.0
2023-08-26,Chloramphenicol,12,6.0,72.0
2023-08-26,Ciprofloxacin 500mg,10,5.5,55.0
2023-08-26,Cough Syrup,3,3.0,9.0
2023-08-26,Aspirin 325mg,4,0.8,3.2
2023-08-26,Vitamin B Complex,1,2.5,2.5
2023-08-27,Artemether IV,10,15.0,150.0
2023-08-27,Paracetamol 500mg,34,1.5,51.0
2023-08-27,Quinine 500mg,18,8.0,144.0
2023-08-27,Ibuprofen 200mg,39,1.0,39.0
2023-08-27,Platelet Support,16,25.0,400.0
2023-08-27,Vitamin C,21,0.8,16.8
2023-08-27,Amoxicillin 250mg,13,4.0,52.0
2023-08-27,Chloramphenicol,11,6.0,66.0
2023-08-27,Ciprofloxacin 500mg,9,5.5,49.5
2023-08-27,Cough Syrup,4,3.0,12.0
2023-08-27,Aspirin 325mg,3,0.8,2.4000000000000004
2023-08-27,Oseltamivir 75mg,6,12.0,72.0
2023-08-27,Vitamin B Complex,2,2.5,5.0
2023-08-28,Oseltamivir 75mg,13,12.0,156.0
2023-08-28,Paracetamol 500mg,48,1.5,72.0
2023-08-28,Cough Syrup,17,3.0,51.0
2023-08-28,Ibuprofen 200mg,36,1.0,36.0
2023-08-28,Artemether IV,15,15.0,225.0
2023-08-28,Quinine 500mg,13,8.0,104.0
2023-08-28,Platelet Support,14,25.0,350.0
2023-08-28,Vitamin C,23,0.8,18.400000000000002
2023-08-28,Amoxicillin 250mg,12,4.0,48.0
2023-08-28,Chloramphenicol,9,6.0,54.0
2023-08-28,Ciprofloxacin 500mg,10,5.5,55.0
2023-08-28,Aspirin 325mg,2,0.8,1.6
2023-08-28,Vitamin B Complex,4,2.5,10.0
2023-08-29,Oseltamivir 75mg,12,12.0,144.0
2023-08-29,Paracetamol 500mg,32,1.5,48.0
2023-08-29,Cough Syrup,14,3.0,42.0
2023-08-29,Ibuprofen 200mg,46,1.0,46.0
2023-08-29,Artemether IV,9,15.0,135.0
2023-08-29,Quinine 500mg,10,8.0,80.0
2023-08-29,Platelet Support,15,25.0,375.0
2023-08-29,Vitamin C,21,0.8,16.8
2023-08-29,Amoxicillin 250mg,9,4.0,36.0
2023-08-29,Chloramphenicol,6,6.0,36.0
2023-08-29,Ciprofloxacin 500mg,9,5.5,49.5
2023-08-29,Aspirin 325mg,2,0.8,1.6
2023-08-29,Vitamin B Complex,3,2.5,7.5
2023-08-30,Oseltamivir 75mg,5,12.0,60.0
2023-08-30,Paracetamol 500mg,46,1.5,69.0
2023-08-30,Cough Syrup,10,3.0,30.0
2023-08-30,Ibuprofen 200mg,29,1.0,29.0
2023-08-30,Artemether IV,14,15.0,210.0
2023-08-30,Quinine 500mg,11,8.0,88.0
2023-08-30,Platelet Support,18,25.0,450.0
2023-08-30,Vitamin C,15,0.8,12.0
2023-08-30,Amoxicillin 250mg,9,4.0,36.0
2023-08-30,Chloramphenicol,10,6.0,60.0
2023-08-30,Ciprofloxacin 500mg,14,5.5,77.0
2023-08-30,Aspirin 325mg,3,0.8,2.4000000000000004
2023-08-30,Vitamin B Complex,3,2.5,7.5
2023-08-31,Oseltamivir 75mg,15,12.0,180.0
2023-08-31,Paracetamol 500mg,43,1.5,64.5
2023-08-31,Cough Syrup,12,3.0,36.0
2023-08-31,Ibuprofen 200mg,31,1.0,31.0
2023-08-31,Artemether IV,5,15.0,75.0
2023-08-31,Quinine 500mg,11,8.0,88.0
2023-08-31,Platelet Support,13,25.0,325.0
2023-08-31,Vitamin C,16,0.8,12.8
2023-08-31,Amoxicillin 250mg,5,4.0,20.0
2023-08-31,Chloramphenicol,7,6.0,42.0
2023-08-31,Ciprofloxacin 500mg,12,5.5,66.0
2023-08-31,Aspirin 325mg,3,0.8,2.4000000000000004
2023-08-31,Vitamin B Complex,3,2.5,7.5
2023-09-01,Oseltamivir 75mg,5,12.0,60.0
2023-09-01,Paracetamol 500mg,39,1.5,58.5
2023-09-01,Cough Syrup,14,3.0,42.0
2023-09-01,Ibuprofen 200mg,23,1.0,23.0
2023-09-01,Artemether IV,9,15.0,135.0
2023-09-01,Quinine 500mg,10,8.0,80.0
2023-09-01,Platelet Support,15,25.0,375.0
2023-09-01,Vitamin C,23,0.8,18.400000000000002
2023-09-01,Amoxicillin 250mg,12,4.0,48.0
2023-09-01,Chloramphenicol,14,6.0,84.0
2023-09-01,Ciprofloxacin 500mg,8,5.5,44.0
2023-09-01,Aspirin 325mg,5,0.8,4.0
2023-09-01,Vitamin B Complex,2,2.5,5.0
2023-09-02,Oseltamivir 75mg,7,12.0,84.0
2023-09-02,Paracetamol 500mg,42,1.5,63.0
2023-09-02,Cough Syrup,13,3.0,39.0
2023-09-02,Ibuprofen 200mg,39,1.0,39.0
2023-09-02,Artemether IV,9,15.0,135.0
2023-09-02,Quinine 500mg,9,8.0,72.0
2023-09-02,Platelet Support,6,25.0,150.0
2023-09-02,Vitamin C,23,0.8,18.400000000000002
2023-09-02,Amoxicillin 250mg,4,4.0,16.0
2023-09-02,Chloramphenicol,5,6.0,30.0
2023-09-02,Ciprofloxacin 500mg,9,5.5,49.5
2023-09-02,Aspirin 325mg,2,0.8,1.6
2023-09-02,Vitamin B Complex,4,2.5,10.0
2023-09-03,Oseltamivir 75mg,14,12.0,168.0
2023-09-03,Paracetamol 500mg,37,1.5,55.5
2023-09-03,Cough Syrup,15,3.0,45.0
2023-09-03,Ibuprofen 200mg,35,1.0,35.0
2023-09-03,Artemether IV,10,15.0,150.0
2023-09-03,Quinine 500mg,11,8.0,88.0
2023-09-03,Platelet Support,25,25.0,625.0
2023-09-03,Vitamin C,20,0.8,16.0
2023-09-03,Aspirin 325mg,2,0.8,1.6
2023-09-03,Amoxicillin 250mg,5,4.0,20.0
2023-09-03,Ciprofloxacin 500mg,1,5.5,5.5
2023-09-03,Chloramphenicol,5,6.0,30.0
2023-09-03,Vitamin B Complex,7,2.5,17.5
2023-09-04,Oseltamivir 75mg,9,12.0,108.0
2023-09-04,Paracetamol 500mg,45,1.5,67.5
2023-09-04,Cough Syrup,28,3.0,84.0
2023-09-04,Ibuprofen 200mg,32,1.0,32.0
2023-09-04,Platelet Support,19,25.0,475.0
2023-09-04,Vitamin C,28,0.8,22.400000000000002
2023-09-04,Aspirin 325mg,2,0.8,1.6
2023-09-04,Amoxicillin 250mg,1,4.0,4.0
2023-09-04,Ciprofloxacin 500mg,2,5.5,11.0
2023-09-04,Chloramphenicol,4,6.0,24.0
2023-09-04,Vitamin B Complex,5,2.5,12.5
2023-09-04,Artemether IV,3,15.0,45.0
2023-09-04,Quinine 500mg,3,8.0,24.0
2023-09-05,Oseltamivir 75mg,9,12.0,108.0
2023-09-05,Paracetamol 500mg,42,1.5,63.0
2023-09-05,Cough Syrup,16,3.0,48.0
2023-09-05,Ibuprofen 200mg,50,1.0,50.0
2023-09-05,Artemether IV,10,15.0,150.0
2023-09-05,Quinine 500mg,10,8.0,80.0
2023-09-05,Platelet Support,8,25.0,200.0
2023-09-05,Vitamin C,23,0.8,18.400000000000002
2023-09-05,Aspirin 325mg,8,0.8,6.4
2023-09-05,Amoxicillin 250mg,3,4.0,12.0
2023-09-05,Ciprofloxacin 500mg,5,5.5,27.5
2023-09-05,Chloramphenicol,4,6.0,24.0
2023-09-05,Vitamin B Complex,1,2.5,2.5
2023-09-06,Oseltamivir 75mg,17,12.0,204.0
2023-09-06,Paracetamol 500mg,32,1.5,48.0
2023-09-06,Cough Syrup,23,3.0,69.0
2023-09-06,Ibuprofen 200mg,34,1.0,34.0
2023-09-06,Artemether IV,10,15.0,150.0
2023-09-06,Quinine 500mg,15,8.0,120.0
2023-09-06,Platelet Support,15,25.0,375.0
2023-09-06,Vitamin C,17,0.8,13.600000000000001
2023-09-06,Aspirin 325mg,3,0.8,2.4000000000000004
2023-09-06,Ciprofloxacin 500mg,2,5.5,11.0
2023-09-06,Chloramphenicol,1,6.0,6.0
2023-09-06,Vitamin B Complex,3,2.5,7.5
2023-09-07,Oseltamivir 75mg,15,12.0,180.0
2023-09-07,Paracetamol 500mg,35,1.5,52.5
2023-09-07,Cough Syrup,22,3.0,66.0
2023-09-07,Ibuprofen 200mg,42,1.0,42.0
2023-09-07,Artemether IV,12,15.0,180.0
2023-09-07,Quinine 500mg,7,8.0,56.0
2023-09-07,Platelet Support,15,25.0,375.0
2023-09-07,Vitamin C,18,0.8,14.4
2023-09-07,Aspirin 325mg,4,0.8,3.2
2023-09-07,Amoxicillin 250mg,3,4.0,12.0
2023-09-07,Ciprofloxacin 500mg,1,5.5,5.5
2023-09-07,Chloramphenicol,2,6.0,12.0
2023-09-07,Vitamin B Complex,3,2.5,7.5
2023-09-08,Oseltamivir 75mg,20,12.0,240.0
2023-09-08,Paracetamol 500mg,51,1.5,76.5
2023-09-08,Cough Syrup,29,3.0,87.0
2023-09-08,Ibuprofen 200mg,51,1.0,51.0
2023-09-08,Artemether IV,14,15.0,210.0
2023-09-08,Quinine 500mg,12,8.0,96.0
2023-09-08,Platelet Support,7,25.0,175.0
2023-09-08,Vitamin C,19,0.8,15.200000000000001
2023-09-08,Aspirin 325mg,5,0.8,4.0
2023-09-08,Amoxicillin 250mg,2,4.0,8.0
2023-09-08,Ciprofloxacin 500mg,2,5.5,11.0
2023-09-08,Chloramphenicol,2,6.0,12.0
2023-09-08,Vitamin B Complex,4,2.5,10.0
2023-09-09,Oseltamivir 75mg,11,12.0,132.0
2023-09-09,Paracetamol 500mg,54,1.5,81.0
2023-09-09,Cough Syrup,34,3.0,102.0
2023-09-09,Ibuprofen 200mg,46,1.0,46.0
2023-09-09,Artemether IV,19,15.0,285.0
